title,text,rating,date_original,year,month,visit_category,language,tokens_count,keywords,id,sentiment_overall,sentiment_score,type,review.review_id,review.title,review.text,review.rating,review.date_original,review.year,review.month,review.visit_category,review.language,review.sentiment.overall,review.sentiment.score,review.tokens_count,review.keywords,data,dtitle,name,source_id,review_id,business_unit,trip_type,author.name,author.country,location.name,location.city,location.country,tour_id,reviews,isFake,fakeReason,data.title,data.text,data.rating,data.date_original,data.year,data.month,data.visit_category,data.language,data.sentiment.overall,data.sentiment.score,data.tokens_count,data.keywords,detailed,año,mes,titulo,texto,calificación,fecha_original,categoría_visita,idioma,conteo_tokens,palabras_clave,sentimiento.general,sentimiento.puntuación,detailed_analysis.step_1_review_id,detailed_analysis.step_2_title,detailed_analysis.step_3_text,detailed_analysis.step_4_rating,detailed_analysis.step_5_date,detailed_analysis.step_6_language,detailed_analysis.step_7_sentiment,detailed_analysis.step_8_tokens_count,detailed_analysis.step_9_keywords,final_output.title,final_output.text,final_output.rating,final_output.date_original,final_output.year,final_output.month,final_output.visit_category,final_output.language,final_output.sentiment.overall,final_output.sentiment.score,final_output.tokens_count,final_output.keywords,a,b,c,d_original,e,f,g,h,l,m,i.j,i.k,tags,reviewer.name,reviewer.country,reviewer.total_reviews,property.property_id,property.property_name,property.brand,property.address,property.stars,property.property_type,stay.check_in,stay.nights_stayed,stay.room_type,stay.num_guests,stay.num_rooms,stay.purpose,stay.travelers,ratings.cleanliness,ratings.comfort,ratings.location,ratings.facilities,ratings.staff,ratings.value_for_money,ratings.wifi,ratings.avg_rating,ratings.max_rating,trip_info.source,trip_info.trip_type,trip_info.device,trip_info.helpful_votes,a2,reviewId,author,authorUrl,authorImage,review,ratingDate,numHelpful,labels,pics,reviewLink,pubdate,is_verified,source,hotel_name,city,country,gfg,gpt,prompt_tokens,completion_tokens,total_tokens,stays,trip_date,trip_composition,stay_duration,languages,version,photos,helpful_count,responses,product_info,reviewer.user_image,reviewer.username,reviewer.url,reviewer.age_group,reviewer.language,reviewer.is_verified,reviewer.contributions,reviewer.location,reviewer.first_review,reviewer.last_review,reviewed.id,reviewed.title,reviewed.description,reviewed.url,reviewed.photo_count,reviewed.location,dates.review,dates.property,dates.collected,duplicated,similarity_score,original_review_id,reviewer_similarity_score,metadata.reviewer_name,metadata.reviewer_location,metadata.reviewer_contribution_count,metadata.reviewer_helpful_count,metadata.reviewer_avatar,stars,date,required,properties.title.type,properties.text.type,properties.rating.type,properties.date_original.type,properties.year.type,properties.month.type,properties.visit_category.enum,properties.language.type,properties.sentiment.type,properties.sentiment.properties.overall.enum,properties.sentiment.properties.score.type,properties.sentiment.required,properties.tokens_count.type,properties.keywords.type,properties.keywords.items.type,a5d5a,gpt4o,total_reviews,detailed_analysis,dtext,drating,ddate_original,dyear,dmonth,dvisit_category,dlanguage,dtokens_count,dkeywords,dsentiment.doverall,dsentiment.dscore,d1e1a2c,t,r,d_o,y,v_c,t_c,k,s.o,s.sc,reviewer,reviewer_city,reviewer_country,dato_original,d11a2b3c,d,dual,message,properties.visit_category.type,properties.sentiment.properties.overall.type,properties.sentiment.properties.score.minimum,properties.sentiment.properties.score.maximum,properties.keywords.minItems,properties.keywords.maxItems,d7e4b1a,a123,titl3,categoria_visita,sentimiento.puntaje,groomer_id,groomer_name,groomer_image_thumb
Great tour with nice people,"We had a bike tour woth Paolo and Manuel. We had a great time, Paolo is very friendly and has always a smile on his face. I can definitely recommend this experience",5.0,Sep 2025 • Friends,2025.0,September,Friends,en,44.0,"['bike', 'tour', 'paolo', 'manuel', 'friendly', 'smile', 'great', 'recommend', 'experience', 'time']",770,positive,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RecommendednTour,Good experience! Bikes pretty new! Tour with nice views. Guides Marevick and Silvana attentive and did a perfect tour!,5.0,Sep 2025 • Solo,2025.0,September,Solo,en,20.0,"['bikes', 'new', 'tour', 'views', 'guides', 'marevick', 'silvana', 'attentive', 'perfect']",771,positive,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 thumbs up,Fun little bike tour in the neighbourhood. Leonardo was great.. funny! Showed us pics of him and the local mural artists.Traffic at times was a bit unnerving on the bike.,4.0,Aug 2025 • Solo,2025.0,August,Solo,en,35.0,"['bike', 'tour', 'leonardo', 'funny', 'mural', 'artists', 'traffic', 'neighbourhood']",772,positive,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lovely Day Out On Bikes,"Hello! I wanted to share my review - this was a really lovely tour that me and my friend went on.The tour guide and his colleague were very accommodating as I was too short for the normal bikes and they got me a bike that was suitable - it was very kind of them.The tour was beautiful and a great idea - although I was apprehensive about the tour as a for non cyclist (it’s been years and I’m scared of cars on the road) - the journey was extremely safe and accessible. They also always waited for me at a safe point if I got too far behind. (And they didn’t shame me for being slow which was nice.)The tour guide was knowledgeable about the city and could answer our questions. He was very agreeable about taking pictures for us at scenic spots. We saw a lot in the space of 3 hours, and it informed our trip afterwards as we were able to easily go on the same route for a walk the day after. Thanks so much and am recommending this to any friends that also go to Lima ! :-D",5.0,Aug 2025 • Friends,2025.0,August,Friends,en,128.0,"['bike', 'tour', 'guide', 'safe', 'friend', 'lima', 'scenic', 'accessible', 'knowledgeable', 'recommend']",773,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highly recommend this to anyone visiting Lima!,Excellent trip with an awesome guide! The tour took us through some beautiful areas of Lima on mostly bike specific lanes,5.0,Aug 2025 • Family,2025.0,August,Family,en,23.0,"['excellent', 'trip', 'awesome', 'guide', 'tour', 'beautiful', 'areas', 'lima', 'bike', 'lanes']",774,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enjoyable trip,"This tour is a great way to experience two lovely Lima neighbours, especially if you’re short on time. Maverick was a super guide too.",5.0,Aug 2025 • Solo,2025.0,August,Solo,en,27.0,"['tour', 'lima', 'neighbours', 'maverick', 'guide', 'short', 'time', 'great', 'way', 'experience']",775,positive,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Great bike tour in Lima, and in the districts of Mira, Flores and Barranco",Maverick was excellent and gave us great information about the city along with the bike tour. He was very knowledgeable and patient with us as we had small children.,5.0,"Written August 10, 2025",2025.0,August,Family,en,36.0,"['maverick', 'bike', 'tour', 'lima', 'barranco', 'flores', 'mira', 'city', 'information', 'children']",776,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wonderful Introduction to Miraflores/Barranco,"Our guide Aron was knowledgeable and so friendly and we learned so much interesting information about Miraflores and Barranco as well as his other recommendations about food and things to see in Lima (we followed all of them and he did not steer us wrong!). We did this trip on our first morning in Lima to get our bearings and it was so, so helpful. Unlike some other cities (ahem, Madrid) the bike lanes are plentiful and well placed so it was a very relaxed and enjoyable ride with our teenager. Highly recommend!",5.0,Aug 2025,2025.0,August,Family,en,119.0,"['aron', 'guide', 'miraflores', 'barranco', 'bike', 'lima', 'recommendations', 'food', 'lanes', 'teenager']",777,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Introduction to Area,"An entertaining way to see these areas, avoids traffic but covers more ground than on foot. Mostly on bike paths. Our guide Silvana was full of fun and informative. The riding is not strenuous and the paths are generally flat. Views over ocean are wonderful.",5.0,Aug 2025,2025.0,August,Unknown,en,57.0,"['areas', 'bike', 'paths', 'guide', 'silvana', 'fun', 'informative', 'riding', 'flat', 'ocean', 'views']",778,positive,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great way to get orientated.,Paulo was a very friendly and knowledgeable guide. Great way to spend our first morning in Peru. Felt very safe on bikes and nice way to see Miraflores and Barranco.,5.0,"Written August 3, 2025",2025.0,August,Unknown,en,34.0,"['paulo', 'guide', 'friendly', 'bikes', 'miraflores', 'barranco', 'peru', 'morning', 'safe']",779,positive,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great experience,"Our tour to Pachacamac was given by Cesar, Silvana and Cirilo. We had a great time visiting the place and got very interesting explanations.",5.0,Jul 2025 • Friends,2025.0,July,Friends,en,26.0,"['pachacamac', 'tour', 'cesar', 'silvana', 'cirilo', 'time', 'place', 'explanations']",780,positive,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tour a Pachacamac,"Amazing tour of Acllawasi, temple of the sun, painted temple and the pyramids with ramp at Pachacamac. The Service of the driver Cirilo and the guide Cesar was very good.",5.0,Jul 2025 • Family,2025.0,July,Family,en,36.0,"['pachacamac', 'tour', 'temple', 'pyramids', 'cirilo', 'cesar', 'driver', 'guide', 'ramp', 'sun']",781,positive,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Very good explanation about the excavations of Pachacamac.The museum is beautiful and very well built. Leonardo our handler was very driven.,5.0,Jul 2025,2025.0,July,Unknown,en,27.0,"['pachacamac', 'excavations', 'museum', 'leonardo', 'handler', 'explanation', 'beautiful', 'wellbuilt']",782,positive,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highly recommended for history on Pre-Inca to Inca eras,"We were booked for a shared tour and we ended up by ourselves with the guide and driver. It was awesome! Plus our guide, Paula, was amazing and such a wealth of knowledge with the history of the area and when walking the Pachacamac Pyramids tour. She was our tour guide yesterday as well on the Lima Half day city walking tour. It was wonderful to have her as our guide again. Highly recommended tour if you enjoy history as much as we do.",5.0,Jul 2025 • Couples,2025.0,July,Couple,en,98.0,"['history', 'paula', 'guide', 'pachacamac', 'pyramids', 'lima', 'tours', 'recommended', 'shared', 'inca']",783,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great,"We had a great time. Saul our guide was great, full of information and it ended up being a private tour as we were the only couple during the tour. I would highly recommend this tour.",5.0,Jun 2025 • Couples,2025.0,June,Couple,en,44.0,"['great', 'saul', 'guide', 'information', 'private', 'tour', 'couple', 'recommend']",784,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excellent trip,Very interesting place excellent chauffeur and even better the guide. We had an amazing time and learned a lot about this culture,5.0,"Written June 5, 2025",2025.0,June,Unknown,en,24.0,"['excellent', 'trip', 'interesting', 'chauffeur', 'guide', 'amazing', 'culture', 'learned']",785,positive,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good experience,We had a good tour with I think JB. Very friendly and good knowledge. Picked us up on time and delivered us back to the hotel with no hassles,5.0,"Written May 10, 2025",2025.0,May,Unknown,en,35.0,"['good', 'tour', 'jb', 'friendly', 'knowledge', 'picked', 'hotel', 'hassles']",786,positive,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tour in archeological site,"The tour was great. The pick up was in time with a very comfortable car. The site is very interesting, with a museum and the archeological site itself. The full tour was a half day. Gabriela and Isaac were the guide and the driver respectively. Both were very attentive and amable.",5.0,"Written May 4, 2025",2025.0,May,Unknown,en,70.0,"['tour', 'archeological', 'site', 'gabriela', 'isaac', 'guide', 'museum', 'pickup', 'comfortable', 'attentive']",787,positive,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazing tour with Cesar,"Amazing tour with Cesar who is a kind, approacheable and very knowledgeable guide. I learnt so much on the day about the past history whilst also having a lot of fun. I highly recommend this tour and Cesar as a guide. It is a second time I am doing a tour with him and I can't recommend him enough for exceptional tours.",5.0,Mar 2025 • Solo,2025.0,March,Solo,en,76.0,"['cesar', 'tour', 'guide', 'knowledgeable', 'recommend', 'fun', 'history', 'exceptional']",788,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Historic ruins close to the city,A great company with great guides and drivers. Gaby was excellent and had amazing knowledge about Pachamaca. Thanks to Luis our driver! Haku- your philanthropic endeavours are admirable!,5.0,Feb 2025 • Couples,2025.0,February,Couple,en,38.0,"['great', 'company', 'guides', 'drivers', 'gaby', 'excellent', 'knowledge', 'pachamaca', 'luis', 'haku', 'philanthropic']",789,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bad experiences,Teacher did not come and did not respond to the WhatsApp message. The meeting place was also very comical on a main road.,1.0,"Written July 23, 2025",2025.0,July,Unknown,en,23.0,"['teacher', 'come', 'respond', 'whatsapp', 'message', 'meeting', 'place', 'comical', 'main', 'road']",790,negative,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dancing in the park,We enjoyed our lesson in the park and Luis was very patient. I would like to have learned more bachata moves though.,5.0,May 2023 • Couples,2023.0,May,Couple,en,23.0,"['dancing', 'park', 'lesson', 'luis', 'patient', 'bachata', 'moves']",791,positive,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Luis was amazing from the very beginning. He taught me salsa terminology and different styles of dancing. He is a patient, very relaxed , and pleasant to be around.  He is able to break down complex moves into simpler ones for his students. He also offered to show me around around Lima, and showed me some places that only locals would know! In addition, he took me to Barranco, pachacamac, al circuito del agua, Lima downtown, the beach, surquillo mercado and many more places !! He also made great recommendations and took me to the best places to try authentic Peruvian food. Luis went above and beyond the salsa class to make my experience in Lima an incredible and unforgettable one.",,"Written October 7, 2021",2021.0,October,Unknown,en,115.0,"['luis', 'lima', 'salsa', 'dancing', 'teacher', 'local', 'barranco', 'peruvian', 'food', 'dance']",792,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great salsa dancing in a park,Great teacher - who had with him an additional trainer/partner - that learned us the basic of salsa is a fun way. We had not realised the lesson was in a park outside but it was fun (but would had been good to know),5.0,Jan 2020 • Friends,2020.0,January,Friends,en,60.0,"['salsa', 'dancing', 'teacher', 'park', 'lesson', 'basic', 'fun', 'trainer', 'partner']",793,positive,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salsa lessons,"Luis is an amazing teacher!! We were blessed to stumble upon him when looking for private salsa lessons. He speaks both English and Spanish and he is extremely passionate about what he teaches with a friendly personality. He is very easy to work with.  Luis can teach anyone how to dance!  If you do private lessons with him, he will also invite you to his dance studio to socialize with other salsa dancers",5.0,Jun 2019 • Friends,2019.0,June,Friends,en,83.0,"['luis', 'salsa', 'lessons', 'dance', 'teacher', 'passionate', 'friendly', 'studio', 'private', 'spanish']",794,positive,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,712.0,485.0,1197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Awesome Private Salsa Lessons!,"This past month my friend Carly and I have been taking private salsa classes with Luis. I highly recommend him to ANYONE looking to learn more! He has group classes and will also do privates, he even came to our apartment building to teach us up 2-3 times a week! Hes a former pro salsa dancer and he is incredibly talented, professional, super patient, and even helped us practice our Spanish and meet locals while we were here. I have ALWAYS wanted to learn how to be a good dancer, and this year I made it my official New Years Resolution to actually try! I have no rhythm, cant count music, and am taller than most men I've ever danced with so.... it seemed like a pretty hopeless resolution, but I'm now this much closer to not looking like a crazy person on the dance floor, thanks to Luis. Our month in Lima wouldn't have been the same without him, he truly made it a million times better and we had so much fun with him!!!",5.0,Feb 2019,2019.0,February,Friends,en,145.0,"['luis', 'salsa', 'classes', 'private', 'dancer', 'dance', 'learn', 'friend', 'lima', 'patient']",796,positive,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
